country, quarter, unit, value$
"United States", "1961-Q2", "Percentage of GDP", 55.1
"United States", "1961-Q3", "Percentage of GDP", 55.9
"United States", "1961-Q4", "Percentage of GDP", 55.6
"United States", "1962-Q1", "Percentage of GDP", 55.3
"United States", "1962-Q2", "Percentage of GDP", 54.3
"United States", "1962-Q3", "Percentage of GDP", 53.9
"United States", "1962-Q4", "Percentage of GDP", 54.4
"United States", "1963-Q1", "Percentage of GDP", 53.8
"United States", "1963-Q2", "Percentage of GDP", 53.4
"United States", "1963-Q3", "Percentage of GDP", 52.5
"United States", "1963-Q4", "Percentage of GDP", 52.4
"United States", "1964-Q1", "Percentage of GDP", 51.5
"United States", "1964-Q2", "Percentage of GDP", 51.0
"United States", "1964-Q3", "Percentage of GDP", 50.7
"United States", "1964-Q4", "Percentage of GDP", 50.6
"United States", "1965-Q1", "Percentage of GDP", 50.0
"United States", "1965-Q2", "Percentage of GDP", 49.0
"United States", "1965-Q3", "Percentage of GDP", 47.8
"United States", "1965-Q4", "Percentage of GDP", 47.1
"United States", "1966-Q1", "Percentage of GDP", 46.2
"United States", "1966-Q2", "Percentage of GDP", 44.6
"United States", "1966-Q3", "Percentage of GDP", 43.8
"United States", "1966-Q4", "Percentage of GDP", 44.6
"United States", "1967-Q1", "Percentage of GDP", 44.8
"United States", "1967-Q2", "Percentage of GDP", 42.8
"United States", "1967-Q3", "Percentage of GDP", 43.5
"United States", "1967-Q4", "Percentage of GDP", 43.9
"United States", "1968-Q1", "Percentage of GDP", 44.0
"United States", "1968-Q2", "Percentage of GDP", 43.2
"United States", "1968-Q3", "Percentage of GDP", 43.5
"United States", "1968-Q4", "Percentage of GDP", 42.2
"United States", "1969-Q1", "Percentage of GDP", 41.6
"United States", "1969-Q2", "Percentage of GDP", 39.5
"United States", "1969-Q3", "Percentage of GDP", 38.7
"United States", "1969-Q4", "Percentage of GDP", 38.5
"United States", "1970-Q1", "Percentage of GDP", 39.2
"United States", "1970-Q2", "Percentage of GDP", 38.2
"United States", "1970-Q3", "Percentage of GDP", 39.2
"United States", "1970-Q4", "Percentage of GDP", 40.9
"United States", "1971-Q1", "Percentage of GDP", 41.7
"United States", "1971-Q2", "Percentage of GDP", 40.2
"United States", "1971-Q3", "Percentage of GDP", 41.3
"United States", "1971-Q4", "Percentage of GDP", 42.2
"United States", "1972-Q1", "Percentage of GDP", 41.6
"United States", "1972-Q2", "Percentage of GDP", 40.7
"United States", "1972-Q3", "Percentage of GDP", 40.3
"United States", "1972-Q4", "Percentage of GDP", 40.3
"United States", "1973-Q1", "Percentage of GDP", 39.5
"United States", "1973-Q2", "Percentage of GDP", 38.2
"United States", "1973-Q3", "Percentage of GDP", 37.6
"United States", "1973-Q4", "Percentage of GDP", 37.3
"United States", "1974-Q1", "Percentage of GDP", 36.6
"United States", "1974-Q2", "Percentage of GDP", 35.8
"United States", "1974-Q3", "Percentage of GDP", 35.7
"United States", "1974-Q4", "Percentage of GDP", 36.2
"United States", "1975-Q1", "Percentage of GDP", 37.0
"United States", "1975-Q2", "Percentage of GDP", 37.8
"United States", "1975-Q3", "Percentage of GDP", 37.9
"United States", "1975-Q4", "Percentage of GDP", 39.4
"United States", "1976-Q1", "Percentage of GDP", 39.6
"United States", "1976-Q2", "Percentage of GDP", 39.6
"United States", "1976-Q3", "Percentage of GDP", 40.0
"United States", "1976-Q4", "Percentage of GDP", 40.4
"United States", "1977-Q1", "Percentage of GDP", 39.7
"United States", "1977-Q2", "Percentage of GDP", 39.0
"United States", "1977-Q3", "Percentage of GDP", 38.7
"United States", "1977-Q4", "Percentage of GDP", 38.2
"United States", "1978-Q1", "Percentage of GDP", 37.9
"United States", "1978-Q2", "Percentage of GDP", 36.9
"United States", "1978-Q3", "Percentage of GDP", 36.8
"United States", "1978-Q4", "Percentage of GDP", 36.0
"United States", "1979-Q1", "Percentage of GDP", 35.4
"United States", "1979-Q2", "Percentage of GDP", 35.2
"United States", "1979-Q3", "Percentage of GDP", 34.7
"United States", "1979-Q4", "Percentage of GDP", 34.5
"United States", "1980-Q1", "Percentage of GDP", 32.9
"United States", "1980-Q2", "Percentage of GDP", 35.3
"United States", "1980-Q3", "Percentage of GDP", 34.5
"United States", "1980-Q4", "Percentage of GDP", 34.4
"United States", "1981-Q1", "Percentage of GDP", 34.5
"United States", "1981-Q2", "Percentage of GDP", 33.0
"United States", "1981-Q3", "Percentage of GDP", 32.1
"United States", "1981-Q4", "Percentage of GDP", 34.0
"United States", "1982-Q1", "Percentage of GDP", 34.4
"United States", "1982-Q2", "Percentage of GDP", 34.4
"United States", "1982-Q3", "Percentage of GDP", 38.6
"United States", "1982-Q4", "Percentage of GDP", 41.3
"United States", "1983-Q1", "Percentage of GDP", 42.0
"United States", "1983-Q2", "Percentage of GDP", 42.5
"United States", "1983-Q3", "Percentage of GDP", 43.1
"United States", "1983-Q4", "Percentage of GDP", 42.8
"United States", "1984-Q1", "Percentage of GDP", 42.4
"United States", "1984-Q2", "Percentage of GDP", 41.3
"United States", "1984-Q3", "Percentage of GDP", 43.4
"United States", "1984-Q4", "Percentage of GDP", 45.2
"United States", "1985-Q1", "Percentage of GDP", 45.6
"United States", "1985-Q2", "Percentage of GDP", 47.7
"United States", "1985-Q3", "Percentage of GDP", 48.5
"United States", "1985-Q4", "Percentage of GDP", 52.0
"United States", "1986-Q1", "Percentage of GDP", 54.1
"United States", "1986-Q2", "Percentage of GDP", 54.2
"United States", "1986-Q3", "Percentage of GDP", 55.1
"United States", "1986-Q4", "Percentage of GDP", 56.6
"United States", "1987-Q1", "Percentage of GDP", 56.1
"United States", "1987-Q2", "Percentage of GDP", 54.9
"United States", "1987-Q3", "Percentage of GDP", 53.4
"United States", "1987-Q4", "Percentage of GDP", 55.5
"United States", "1988-Q1", "Percentage of GDP", 55.6
"United States", "1988-Q2", "Percentage of GDP", 54.9
"United States", "1988-Q3", "Percentage of GDP", 55.2
"United States", "1988-Q4", "Percentage of GDP", 55.3
"United States", "1989-Q1", "Percentage of GDP", 54.7
"United States", "1989-Q2", "Percentage of GDP", 56.2
"United States", "1989-Q3", "Percentage of GDP", 55.8
"United States", "1989-Q4", "Percentage of GDP", 57.3
"United States", "1990-Q1", "Percentage of GDP", 55.6
"United States", "1990-Q2", "Percentage of GDP", 56.1
"United States", "1990-Q3", "Percentage of GDP", 56.2
"United States", "1990-Q4", "Percentage of GDP", 58.7
"United States", "1991-Q1", "Percentage of GDP", 59.1
"United States", "1991-Q2", "Percentage of GDP", 59.5
"United States", "1991-Q3", "Percentage of GDP", 62.0
"United States", "1991-Q4", "Percentage of GDP", 65.6
"United States", "1992-Q1", "Percentage of GDP", 63.9
"United States", "1992-Q2", "Percentage of GDP", 65.5
"United States", "1992-Q3", "Percentage of GDP", 67.4
"United States", "1992-Q4", "Percentage of GDP", 67.3
"United States", "1993-Q1", "Percentage of GDP", 68.3
"United States", "1993-Q2", "Percentage of GDP", 69.3
"United States", "1993-Q3", "Percentage of GDP", 70.3
"United States", "1993-Q4", "Percentage of GDP", 69.8
"United States", "1994-Q1", "Percentage of GDP", 67.3
"United States", "1994-Q2", "Percentage of GDP", 65.2
"United States", "1994-Q3", "Percentage of GDP", 64.5
"United States", "1994-Q4", "Percentage of GDP", 64.2
"United States", "1995-Q1", "Percentage of GDP", 65.4
"United States", "1995-Q2", "Percentage of GDP", 67.4
"United States", "1995-Q3", "Percentage of GDP", 66.9
"United States", "1995-Q4", "Percentage of GDP", 68.0
"United States", "1996-Q1", "Percentage of GDP", 66.6
"United States", "1996-Q2", "Percentage of GDP", 65.0
"United States", "1996-Q3", "Percentage of GDP", 64.7
"United States", "1996-Q4", "Percentage of GDP", 65.3
"United States", "1997-Q1", "Percentage of GDP", 63.8
"United States", "1997-Q2", "Percentage of GDP", 63.1
"United States", "1997-Q3", "Percentage of GDP", 63.3
"United States", "1997-Q4", "Percentage of GDP", 64.0
"United States", "1998-Q1", "Percentage of GDP", 63.5
"United States", "1998-Q2", "Percentage of GDP", 62.4
"United States", "1998-Q3", "Percentage of GDP", 63.2
"United States", "1998-Q4", "Percentage of GDP", 62.3
"United States", "1999-Q1", "Percentage of GDP", 60.1
"United States", "1999-Q2", "Percentage of GDP", 57.3
"United States", "1999-Q3", "Percentage of GDP", 56.1
"United States", "1999-Q4", "Percentage of GDP", 55.1
"United States", "2000-Q1", "Percentage of GDP", 54.6
"United States", "2000-Q2", "Percentage of GDP", 51.8
"United States", "2000-Q3", "Percentage of GDP", 50.9
"United States", "2000-Q4", "Percentage of GDP", 51.3
"United States", "2001-Q1", "Percentage of GDP", 51.6
"United States", "2001-Q2", "Percentage of GDP", 49.4
"United States", "2001-Q3", "Percentage of GDP", 51.1
"United States", "2001-Q4", "Percentage of GDP", 51.1
"United States", "2002-Q1", "Percentage of GDP", 50.6
"United States", "2002-Q2", "Percentage of GDP", 51.9
"United States", "2002-Q3", "Percentage of GDP", 54.3
"United States", "2002-Q4", "Percentage of GDP", 54.9
"United States", "2003-Q1", "Percentage of GDP", 54.9
"United States", "2003-Q2", "Percentage of GDP", 56.4
"United States", "2003-Q3", "Percentage of GDP", 56.0
"United States", "2003-Q4", "Percentage of GDP", 56.1
"United States", "2004-Q1", "Percentage of GDP", 63.8
"United States", "2004-Q2", "Percentage of GDP", 61.8
"United States", "2004-Q3", "Percentage of GDP", 62.6
"United States", "2004-Q4", "Percentage of GDP", 62.8
"United States", "2005-Q1", "Percentage of GDP", 62.6
"United States", "2005-Q2", "Percentage of GDP", 62.3
"United States", "2005-Q3", "Percentage of GDP", 61.1
"United States", "2005-Q4", "Percentage of GDP", 61.1
"United States", "2006-Q1", "Percentage of GDP", 60.2
"United States", "2006-Q2", "Percentage of GDP", 58.5
"United States", "2006-Q3", "Percentage of GDP", 59.1
"United States", "2006-Q4", "Percentage of GDP", 59.0
"United States", "2007-Q1", "Percentage of GDP", 59.7
"United States", "2007-Q2", "Percentage of GDP", 57.6
"United States", "2007-Q3", "Percentage of GDP", 58.9
"United States", "2007-Q4", "Percentage of GDP", 60.7
"United States", "2008-Q1", "Percentage of GDP", 63.1
"United States", "2008-Q2", "Percentage of GDP", 61.1
"United States", "2008-Q3", "Percentage of GDP", 64.5
"United States", "2008-Q4", "Percentage of GDP", 71.6
"United States", "2009-Q1", "Percentage of GDP", 74.5
"United States", "2009-Q2", "Percentage of GDP", 75.8
"United States", "2009-Q3", "Percentage of GDP", 79.9
"United States", "2009-Q4", "Percentage of GDP", 81.5
"United States", "2010-Q1", "Percentage of GDP", 84.5
"United States", "2010-Q2", "Percentage of GDP", 88.3
"United States", "2010-Q3", "Percentage of GDP", 91.2
"United States", "2010-Q4", "Percentage of GDP", 91.1
"United States", "2011-Q1", "Percentage of GDP", 91.2
"United States", "2011-Q2", "Percentage of GDP", 91.3
"United States", "2011-Q3", "Percentage of GDP", 97.7
"United States", "2011-Q4", "Percentage of GDP", 99.7
"United States", "2012-Q1", "Percentage of GDP", 99.5
"United States", "2012-Q2", "Percentage of GDP", 101.4
"United States", "2012-Q3", "Percentage of GDP", 102.0
"United States", "2012-Q4", "Percentage of GDP", 102.5
"United States", "2013-Q1", "Percentage of GDP", 103.3
"United States", "2013-Q2", "Percentage of GDP", 99.1
"United States", "2013-Q3", "Percentage of GDP", 98.1
"United States", "2013-Q4", "Percentage of GDP", 99.0
"United States", "2014-Q1", "Percentage of GDP", 100.5
"United States", "2014-Q2", "Percentage of GDP", 99.8
"United States", "2014-Q3", "Percentage of GDP", 99.5
"United States", "2014-Q4", "Percentage of GDP", 101.3
"United States", "2015-Q1", "Percentage of GDP", 101.3
"United States", "2015-Q2", "Percentage of GDP", 97.8
"United States", "2015-Q3", "Percentage of GDP", 97.9
"United States", "2015-Q4", "Percentage of GDP", 100.1
"United States", "2016-Q1", "Percentage of GDP", 102.9
"United States", "2016-Q2", "Percentage of GDP", 103.6
"United States", "2016-Q3", "Percentage of GDP", 103.5
"United States", "1951-Q4", "US Dollar", 237.532
"United States", "1952-Q1", "US Dollar", 239.213
"United States", "1952-Q2", "US Dollar", 241.687
"United States", "1952-Q3", "US Dollar", 244.402
"United States", "1952-Q4", "US Dollar", 249.132
"United States", "1953-Q1", "US Dollar", 245.985
"United States", "1953-Q2", "US Dollar", 245.588
"United States", "1953-Q3", "US Dollar", 256.48
"United States", "1953-Q4", "US Dollar", 263.035
"United States", "1954-Q1", "US Dollar", 263.39
"United States", "1954-Q2", "US Dollar", 264.342
"United States", "1954-Q3", "US Dollar", 266.435
"United States", "1954-Q4", "US Dollar", 271.781
"United States", "1955-Q1", "US Dollar", 266.369
"United States", "1955-Q2", "US Dollar", 264.317
"United States", "1955-Q3", "US Dollar", 266.552
"United States", "1955-Q4", "US Dollar", 270.307
"United States", "1956-Q1", "US Dollar", 265.802
"United States", "1956-Q2", "US Dollar", 262.13
"United States", "1956-Q3", "US Dollar", 260.574
"United States", "1956-Q4", "US Dollar", 262.302
"United States", "1957-Q1", "US Dollar", 264.517
"United States", "1957-Q2", "US Dollar", 255.015
"United States", "1957-Q3", "US Dollar", 260.795
"United States", "1957-Q4", "US Dollar", 272.641
"United States", "1958-Q1", "US Dollar", 276.728
"United States", "1958-Q2", "US Dollar", 279.329
"United States", "1958-Q3", "US Dollar", 271.834
"United States", "1958-Q4", "US Dollar", 279.812
"United States", "1959-Q1", "US Dollar", 280.158
"United States", "1959-Q2", "US Dollar", 278.948
"United States", "1959-Q3", "US Dollar", 283.019
"United States", "1959-Q4", "US Dollar", 286.051
"United States", "1960-Q1", "US Dollar", 291.048
"United States", "1960-Q2", "US Dollar", 292.254
"United States", "1960-Q3", "US Dollar", 298.064
"United States", "1960-Q4", "US Dollar", 302.749
"United States", "1961-Q1", "US Dollar", 301.703
"United States", "1961-Q2", "US Dollar", 301.694
"United States", "1961-Q3", "US Dollar", 308.948
"United States", "1961-Q4", "US Dollar", 312.919
"United States", "1962-Q1", "US Dollar", 318.077
"United States", "1962-Q2", "US Dollar", 318.683
"United States", "1962-Q3", "US Dollar", 321.816
"United States", "1962-Q4", "US Dollar", 329.087
"United States", "1963-Q1", "US Dollar", 329.458
"United States", "1963-Q2", "US Dollar", 330.685
"United States", "1963-Q3", "US Dollar", 330.06
"United States", "1963-Q4", "US Dollar", 334.456
"United States", "1964-Q1", "US Dollar", 334.828
"United States", "1964-Q2", "US Dollar", 338.029
"United States", "1964-Q3", "US Dollar", 341.977
"United States", "1964-Q4", "US Dollar", 347.255
"United States", "1965-Q1", "US Dollar", 348.664
"United States", "1965-Q2", "US Dollar", 348.433
"United States", "1965-Q3", "US Dollar", 346.716
"United States", "1965-Q4", "US Dollar", 350.077
"United States", "1966-Q1", "US Dollar", 352.357
"United States", "1966-Q2", "US Dollar", 348.537
"United States", "1966-Q3", "US Dollar", 350.589
"United States", "1966-Q4", "US Dollar", 363.502
"United States", "1967-Q1", "US Dollar", 370.736
"United States", "1967-Q2", "US Dollar", 358.971
"United States", "1967-Q3", "US Dollar", 369.405
"United States", "1967-Q4", "US Dollar", 377.898
"United States", "1968-Q1", "US Dollar", 386.709
"United States", "1968-Q2", "US Dollar", 388.221
"United States", "1968-Q3", "US Dollar", 400.141
"United States", "1968-Q4", "US Dollar", 397.879
"United States", "1969-Q1", "US Dollar", 400.567
"United States", "1969-Q2", "US Dollar", 388.127
"United States", "1969-Q3", "US Dollar", 387.856
"United States", "1969-Q4", "US Dollar", 392.827
"United States", "1970-Q1", "US Dollar", 405.232
"United States", "1970-Q2", "US Dollar", 400.404
"United States", "1970-Q3", "US Dollar", 416.397
"United States", "1970-Q4", "US Dollar", 440.163
"United States", "1971-Q1", "US Dollar", 457.575
"United States", "1971-Q2", "US Dollar", 450.101
"United States", "1971-Q3", "US Dollar", 472.195
"United States", "1971-Q4", "US Dollar", 492.668
"United States", "1972-Q1", "US Dollar", 496.005
"United States", "1972-Q2", "US Dollar", 496.319
"United States", "1972-Q3", "US Dollar", 502.27
"United States", "1972-Q4", "US Dollar", 516.908
"United States", "1973-Q1", "US Dollar", 521.459
"United States", "1973-Q2", "US Dollar", 517.972
"United States", "1973-Q3", "US Dollar", 523.188
"United States", "1973-Q4", "US Dollar", 533.255
"United States", "1974-Q1", "US Dollar", 532.637
"United States", "1974-Q2", "US Dollar", 532.204
"United States", "1974-Q3", "US Dollar", 541.526
"United States", "1974-Q4", "US Dollar", 561.139
"United States", "1975-Q1", "US Dollar", 584.363
"United States", "1975-Q2", "US Dollar", 609.07
"United States", "1975-Q3", "US Dollar", 625.292
"United States", "1975-Q4", "US Dollar", 664.762
"United States", "1976-Q1", "US Dollar", 689.712
"United States", "1976-Q2", "US Dollar", 709.219
"United States", "1976-Q3", "US Dollar", 733.502
"United States", "1976-Q4", "US Dollar", 758.287
"United States", "1977-Q1", "US Dollar", 761.728
"United States", "1977-Q2", "US Dollar", 768.013
"United States", "1977-Q3", "US Dollar", 785.349
"United States", "1977-Q4", "US Dollar", 796.9
"United States", "1978-Q1", "US Dollar", 811.375
"United States", "1978-Q2", "US Dollar", 814.259
"United States", "1978-Q3", "US Dollar", 838.877
"United States", "1978-Q4", "US Dollar", 848.482
"United States", "1979-Q1", "US Dollar", 863.905
"United States", "1979-Q2", "US Dollar", 879.931
"United States", "1979-Q3", "US Dollar", 891.691
"United States", "1979-Q4", "US Dollar", 906.954
"United States", "1980-Q1", "US Dollar", 888.682
"United States", "1980-Q2", "US Dollar", 971.329
"United States", "1980-Q3", "US Dollar", 965.774
"United States", "1980-Q4", "US Dollar", 984.939
"United States", "1981-Q1", "US Dollar", 1016.03
"United States", "1981-Q2", "US Dollar", 1002.9
"United States", "1981-Q3", "US Dollar", 1007.3
"United States", "1981-Q4", "US Dollar", 1091.37
"United States", "1982-Q1", "US Dollar", 1118.14
"United States", "1982-Q2", "US Dollar", 1130.76
"United States", "1982-Q3", "US Dollar", 1280.14
"United States", "1982-Q4", "US Dollar", 1380.15
"United States", "1983-Q1", "US Dollar", 1425.43
"United States", "1983-Q2", "US Dollar", 1469.62
"United States", "1983-Q3", "US Dollar", 1527.5
"United States", "1983-Q4", "US Dollar", 1557.92
"United States", "1984-Q1", "US Dollar", 1590.22
"United States", "1984-Q2", "US Dollar", 1590.52
"United States", "1984-Q3", "US Dollar", 1714.76
"United States", "1984-Q4", "US Dollar", 1826.92
"United States", "1985-Q1", "US Dollar", 1877.82
"United States", "1985-Q2", "US Dollar", 2001.9
"United States", "1985-Q3", "US Dollar", 2070.32
"United States", "1985-Q4", "US Dollar", 2261.06
"United States", "1986-Q1", "US Dollar", 2389.71
"United States", "1986-Q2", "US Dollar", 2428.58
"United States", "1986-Q3", "US Dollar", 2499.92
"United States", "1986-Q4", "US Dollar", 2597.45
"United States", "1987-Q1", "US Dollar", 2604.75
"United States", "1987-Q2", "US Dollar", 2586.53
"United States", "1987-Q3", "US Dollar", 2552.7
"United States", "1987-Q4", "US Dollar", 2702.38
"United States", "1988-Q1", "US Dollar", 2759.2
"United States", "1988-Q2", "US Dollar", 2775.17
"United States", "1988-Q3", "US Dollar", 2846.0
"United States", "1988-Q4", "US Dollar", 2904.52
"United States", "1989-Q1", "US Dollar", 2932.46
"United States", "1989-Q2", "US Dollar", 3073.98
"United States", "1989-Q3", "US Dollar", 3109.91
"United States", "1989-Q4", "US Dollar", 3241.79
"United States", "1990-Q1", "US Dollar", 3193.63
"United States", "1990-Q2", "US Dollar", 3271.62
"United States", "1990-Q3", "US Dollar", 3324.82
"United States", "1990-Q4", "US Dollar", 3508.33
"United States", "1991-Q1", "US Dollar", 3560.4
"United States", "1991-Q2", "US Dollar", 3609.46
"United States", "1991-Q3", "US Dollar", 3790.54
"United States", "1991-Q4", "US Dollar", 4047.68
"United States", "1992-Q1", "US Dollar", 3994.35
"United States", "1992-Q2", "US Dollar", 4155.07
"United States", "1992-Q3", "US Dollar", 4334.58
"United States", "1992-Q4", "US Dollar", 4398.34
"United States", "1993-Q1", "US Dollar", 4527.14
"United States", "1993-Q2", "US Dollar", 4651.93
"United States", "1993-Q3", "US Dollar", 4775.15
"United States", "1993-Q4", "US Dollar", 4801.58
"United States", "1994-Q1", "US Dollar", 4692.85
"United States", "1994-Q2", "US Dollar", 4622.39
"United States", "1994-Q3", "US Dollar", 4645.6
"United States", "1994-Q4", "US Dollar", 4689.16
"United States", "1995-Q1", "US Dollar", 4843.3
"United States", "1995-Q2", "US Dollar", 5051.38
"United States", "1995-Q3", "US Dollar", 5073.04
"United States", "1995-Q4", "US Dollar", 5214.06
"United States", "1996-Q1", "US Dollar", 5164.36
"United States", "1996-Q2", "US Dollar", 5108.69
"United States", "1996-Q3", "US Dollar", 5160.88
"United States", "1996-Q4", "US Dollar", 5287.49
"United States", "1997-Q1", "US Dollar", 5251.56
"United States", "1997-Q2", "US Dollar", 5266.65
"United States", "1997-Q3", "US Dollar", 5373.65
"United States", "1997-Q4", "US Dollar", 5510.57
"United States", "1998-Q1", "US Dollar", 5547.01
"United States", "1998-Q2", "US Dollar", 5518.0
"United States", "1998-Q3", "US Dollar", 5656.47
"United States", "1998-Q4", "US Dollar", 5658.51
"United States", "1999-Q1", "US Dollar", 5548.07
"United States", "1999-Q2", "US Dollar", 5369.6
"United States", "1999-Q3", "US Dollar", 5332.54
"United States", "1999-Q4", "US Dollar", 5319.55
"United States", "2000-Q1", "US Dollar", 5351.6
"United States", "2000-Q2", "US Dollar", 5174.99
"United States", "2000-Q3", "US Dollar", 5166.57
"United States", "2000-Q4", "US Dollar", 5271.06
"United States", "2001-Q1", "US Dollar", 5364.43
"United States", "2001-Q2", "US Dollar", 5181.79
"United States", "2001-Q3", "US Dollar", 5395.18
"United States", "2001-Q4", "US Dollar", 5431.92
"United States", "2002-Q1", "US Dollar", 5417.96
"United States", "2002-Q2", "US Dollar", 5590.81
"United States", "2002-Q3", "US Dollar", 5909.02
"United States", "2002-Q4", "US Dollar", 6022.41
"United States", "2003-Q1", "US Dollar", 6080.93
"United States", "2003-Q2", "US Dollar", 6314.13
"United States", "2003-Q3", "US Dollar", 6346.59
"United States", "2003-Q4", "US Dollar", 6452.46
"United States", "2004-Q1", "US Dollar", 7460.42
"United States", "2004-Q2", "US Dollar", 7357.2
"United States", "2004-Q3", "US Dollar", 7570.65
"United States", "2004-Q4", "US Dollar", 7707.29
"United States", "2005-Q1", "US Dollar", 7813.37
"United States", "2005-Q2", "US Dollar", 7905.25
"United States", "2005-Q3", "US Dollar", 7869.81
"United States", "2005-Q4", "US Dollar", 7995.45
"United States", "2006-Q1", "US Dollar", 8011.99
"United States", "2006-Q2", "US Dollar", 7900.41
"United States", "2006-Q3", "US Dollar", 8093.45
"United States", "2006-Q4", "US Dollar", 8180.6
"United States", "2007-Q1", "US Dollar", 8361.16
"United States", "2007-Q2", "US Dollar", 8160.16
"United States", "2007-Q3", "US Dollar", 8439.77
"United States", "2007-Q4", "US Dollar", 8791.28
"United States", "2008-Q1", "US Dollar", 9198.09
"United States", "2008-Q2", "US Dollar", 8976.01
"United States", "2008-Q3", "US Dollar", 9514.98
"United States", "2008-Q4", "US Dollar", 10533.8
"United States", "2009-Q1", "US Dollar", 10915.4
"United States", "2009-Q2", "US Dollar", 11020.4
"United States", "2009-Q3", "US Dollar", 11521.2
"United States", "2009-Q4", "US Dollar", 11750.3
"United States", "2010-Q1", "US Dollar", 12239.7
"United States", "2010-Q2", "US Dollar", 12912.1
"United States", "2010-Q3", "US Dollar", 13494.3
"United States", "2010-Q4", "US Dollar", 13635.2
"United States", "2011-Q1", "US Dollar", 13780.0
"United States", "2011-Q2", "US Dollar", 13927.9
"United States", "2011-Q3", "US Dollar", 15019.5
"United States", "2011-Q4", "US Dollar", 15471.3
"United States", "2012-Q1", "US Dollar", 15630.7
"United States", "2012-Q2", "US Dollar", 16093.0
"United States", "2012-Q3", "US Dollar", 16341.8
"United States", "2012-Q4", "US Dollar", 16556.3
"United States", "2013-Q1", "US Dollar", 16817.8
"United States", "2013-Q2", "US Dollar", 16232.0
"United States", "2013-Q3", "US Dollar", 16203.9
"United States", "2013-Q4", "US Dollar", 16526.5
"United States", "2014-Q1", "US Dollar", 16914.9
"United States", "2014-Q2", "US Dollar", 16977.1
"United States", "2014-Q3", "US Dollar", 17137.5
"United States", "2014-Q4", "US Dollar", 17610.5
"United States", "2015-Q1", "US Dollar", 17810.4
"United States", "2015-Q2", "US Dollar", 17378.6
"United States", "2015-Q3", "US Dollar", 17520.5
"United States", "2015-Q4", "US Dollar", 18047.1
"United States", "2016-Q1", "US Dollar", 18693.4
"United States", "2016-Q2", "US Dollar", 18928.6
"United States", "2016-Q3", "US Dollar", 19044.6
"United States", "1951-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 237.532
"United States", "1952-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 239.213
"United States", "1952-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 241.687
"United States", "1952-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 244.402
"United States", "1952-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 249.132
"United States", "1953-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 245.985
"United States", "1953-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 245.588
"United States", "1953-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 256.48
"United States", "1953-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 263.035
"United States", "1954-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 263.39
"United States", "1954-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 264.342
"United States", "1954-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 266.435
"United States", "1954-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 271.781
"United States", "1955-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 266.369
"United States", "1955-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 264.317
"United States", "1955-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 266.552
"United States", "1955-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 270.307
"United States", "1956-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 265.802
"United States", "1956-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 262.13
"United States", "1956-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 260.574
"United States", "1956-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 262.302
"United States", "1957-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 264.517
"United States", "1957-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 255.015
"United States", "1957-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 260.795
"United States", "1957-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 272.641
"United States", "1958-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 276.728
"United States", "1958-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 279.329
"United States", "1958-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 271.834
"United States", "1958-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 279.812
"United States", "1959-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 280.158
"United States", "1959-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 278.948
"United States", "1959-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 283.019
"United States", "1959-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 286.051
"United States", "1960-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 291.048
"United States", "1960-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 292.254
"United States", "1960-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 298.064
