country, value, units, quarter, value$
"New Zealand", "Real", "Year-on-year changes, in per cent", "2006-Q3", 6.16
"New Zealand", "Real", "Year-on-year changes, in per cent", "2006-Q4", 6.75
"New Zealand", "Real", "Year-on-year changes, in per cent", "2007-Q1", 8.57
"New Zealand", "Real", "Year-on-year changes, in per cent", "2007-Q2", 11.21
"New Zealand", "Real", "Year-on-year changes, in per cent", "2007-Q3", 9.39
"New Zealand", "Real", "Year-on-year changes, in per cent", "2007-Q4", 4.33
"New Zealand", "Real", "Year-on-year changes, in per cent", "2008-Q1", -0.61
"New Zealand", "Real", "Year-on-year changes, in per cent", "2008-Q2", -8.15
"New Zealand", "Real", "Year-on-year changes, in per cent", "2008-Q3", -11.22
"New Zealand", "Real", "Year-on-year changes, in per cent", "2008-Q4", -11.93
"New Zealand", "Real", "Year-on-year changes, in per cent", "2009-Q1", -11.73
"New Zealand", "Real", "Year-on-year changes, in per cent", "2009-Q2", -4.89
"New Zealand", "Real", "Year-on-year changes, in per cent", "2009-Q3", -0.61
"New Zealand", "Real", "Year-on-year changes, in per cent", "2009-Q4", 3.4
"New Zealand", "Real", "Year-on-year changes, in per cent", "2010-Q1", 4.2
"New Zealand", "Real", "Year-on-year changes, in per cent", "2010-Q2", 1.47
"New Zealand", "Real", "Year-on-year changes, in per cent", "2010-Q3", -1.19
"New Zealand", "Real", "Year-on-year changes, in per cent", "2010-Q4", -5.48
"New Zealand", "Real", "Year-on-year changes, in per cent", "2011-Q1", -5.38
"New Zealand", "Real", "Year-on-year changes, in per cent", "2011-Q2", -4.32
"New Zealand", "Real", "Year-on-year changes, in per cent", "2011-Q3", -1.86
"New Zealand", "Real", "Year-on-year changes, in per cent", "2011-Q4", 0.96
"New Zealand", "Real", "Year-on-year changes, in per cent", "2012-Q1", 1.59
"New Zealand", "Real", "Year-on-year changes, in per cent", "2012-Q2", 3.02
"New Zealand", "Real", "Year-on-year changes, in per cent", "2012-Q3", 3.97
"New Zealand", "Real", "Year-on-year changes, in per cent", "2012-Q4", 5.86
"New Zealand", "Real", "Year-on-year changes, in per cent", "2013-Q1", 6.78
"New Zealand", "Real", "Year-on-year changes, in per cent", "2013-Q2", 8.29
"New Zealand", "Real", "Year-on-year changes, in per cent", "2013-Q3", 8.79
"New Zealand", "Real", "Year-on-year changes, in per cent", "2013-Q4", 7.44
"New Zealand", "Real", "Year-on-year changes, in per cent", "2014-Q1", 6.28
"New Zealand", "Real", "Year-on-year changes, in per cent", "2014-Q2", 5.38
"New Zealand", "Real", "Year-on-year changes, in per cent", "2014-Q3", 3.71
"New Zealand", "Real", "Year-on-year changes, in per cent", "2014-Q4", 5.54
"New Zealand", "Real", "Year-on-year changes, in per cent", "2015-Q1", 8.83
"New Zealand", "Real", "Year-on-year changes, in per cent", "2015-Q2", 10.8
"New Zealand", "Real", "Year-on-year changes, in per cent", "2015-Q3", 14.73
"New Zealand", "Real", "Year-on-year changes, in per cent", "2015-Q4", 11.39
"New Zealand", "Real", "Year-on-year changes, in per cent", "2016-Q1", 11.27
"New Zealand", "Real", "Year-on-year changes, in per cent", "2016-Q2", 13.67
"New Zealand", "Real", "Year-on-year changes, in per cent", "2016-Q3", 12.22
"Peru", "Nominal", "Index, 2010 = 100", "1998-Q1", 62.52
"Peru", "Nominal", "Index, 2010 = 100", "1998-Q2", 60.01
"Peru", "Nominal", "Index, 2010 = 100", "1998-Q3", 62.81
"Peru", "Nominal", "Index, 2010 = 100", "1998-Q4", 65.51
"Peru", "Nominal", "Index, 2010 = 100", "1999-Q1", 75.16
"Peru", "Nominal", "Index, 2010 = 100", "1999-Q2", 70.06
"Peru", "Nominal", "Index, 2010 = 100", "1999-Q3", 70.61
"Peru", "Nominal", "Index, 2010 = 100", "1999-Q4", 73.53
"Peru", "Nominal", "Index, 2010 = 100", "2000-Q1", 68.87
"Peru", "Nominal", "Index, 2010 = 100", "2000-Q2", 70.21
"Peru", "Nominal", "Index, 2010 = 100", "2000-Q3", 68.49
"Peru", "Nominal", "Index, 2010 = 100", "2000-Q4", 68.91
"Peru", "Nominal", "Index, 2010 = 100", "2001-Q1", 61.84
"Peru", "Nominal", "Index, 2010 = 100", "2001-Q2", 68.7
"Peru", "Nominal", "Index, 2010 = 100", "2001-Q3", 61.85
"Peru", "Nominal", "Index, 2010 = 100", "2001-Q4", 64.17
"Peru", "Nominal", "Index, 2010 = 100", "2002-Q1", 61.18
"Peru", "Nominal", "Index, 2010 = 100", "2002-Q2", 62.59
"Peru", "Nominal", "Index, 2010 = 100", "2002-Q3", 72.81
"Peru", "Nominal", "Index, 2010 = 100", "2002-Q4", 63.13
"Peru", "Nominal", "Index, 2010 = 100", "2003-Q1", 53.67
"Peru", "Nominal", "Index, 2010 = 100", "2003-Q2", 58.26
"Peru", "Nominal", "Index, 2010 = 100", "2003-Q3", 54.97
"Peru", "Nominal", "Index, 2010 = 100", "2003-Q4", 56.48
"Peru", "Nominal", "Index, 2010 = 100", "2004-Q1", 63.32
"Peru", "Nominal", "Index, 2010 = 100", "2004-Q2", 64.14
"Peru", "Nominal", "Index, 2010 = 100", "2004-Q3", 61.85
"Peru", "Nominal", "Index, 2010 = 100", "2004-Q4", 57.79
"Peru", "Nominal", "Index, 2010 = 100", "2005-Q1", 62.95
"Peru", "Nominal", "Index, 2010 = 100", "2005-Q2", 56.16
"Peru", "Nominal", "Index, 2010 = 100", "2005-Q3", 55.96
"Peru", "Nominal", "Index, 2010 = 100", "2005-Q4", 60.96
"Peru", "Nominal", "Index, 2010 = 100", "2006-Q1", 61.35
"Peru", "Nominal", "Index, 2010 = 100", "2006-Q2", 58.84
"Peru", "Nominal", "Index, 2010 = 100", "2006-Q3", 53.75
"Peru", "Nominal", "Index, 2010 = 100", "2006-Q4", 57.11
"Peru", "Nominal", "Index, 2010 = 100", "2007-Q1", 55.14
"Peru", "Nominal", "Index, 2010 = 100", "2007-Q2", 58.79
"Peru", "Nominal", "Index, 2010 = 100", "2007-Q3", 60.22
"Peru", "Nominal", "Index, 2010 = 100", "2007-Q4", 66.62
"Peru", "Nominal", "Index, 2010 = 100", "2008-Q1", 64.25
"Peru", "Nominal", "Index, 2010 = 100", "2008-Q2", 70.78
"Peru", "Nominal", "Index, 2010 = 100", "2008-Q3", 82.94
"Peru", "Nominal", "Index, 2010 = 100", "2008-Q4", 89.99
"Peru", "Nominal", "Index, 2010 = 100", "2009-Q1", 88.88
"Peru", "Nominal", "Index, 2010 = 100", "2009-Q2", 86.7
"Peru", "Nominal", "Index, 2010 = 100", "2009-Q3", 94.21
"Peru", "Nominal", "Index, 2010 = 100", "2009-Q4", 90.71
"Peru", "Nominal", "Index, 2010 = 100", "2010-Q1", 95.68
"Peru", "Nominal", "Index, 2010 = 100", "2010-Q2", 98.73
"Peru", "Nominal", "Index, 2010 = 100", "2010-Q3", 101.11
"Peru", "Nominal", "Index, 2010 = 100", "2010-Q4", 104.48
"Peru", "Nominal", "Index, 2010 = 100", "2011-Q1", 106.06
"Peru", "Nominal", "Index, 2010 = 100", "2011-Q2", 118.72
"Peru", "Nominal", "Index, 2010 = 100", "2011-Q3", 120.48
"Peru", "Nominal", "Index, 2010 = 100", "2011-Q4", 123.17
"Peru", "Nominal", "Index, 2010 = 100", "2012-Q1", 129.92
"Peru", "Nominal", "Index, 2010 = 100", "2012-Q2", 150.13
"Peru", "Nominal", "Index, 2010 = 100", "2012-Q3", 144.96
"Peru", "Nominal", "Index, 2010 = 100", "2012-Q4", 145.5
"Peru", "Nominal", "Index, 2010 = 100", "2013-Q1", 155.21
"Peru", "Nominal", "Index, 2010 = 100", "2013-Q2", 170.09
"Peru", "Nominal", "Index, 2010 = 100", "2013-Q3", 173.44
"Peru", "Nominal", "Index, 2010 = 100", "2013-Q4", 168.04
"Peru", "Nominal", "Index, 2010 = 100", "2014-Q1", 180.96
"Peru", "Nominal", "Index, 2010 = 100", "2014-Q2", 196.97
"Peru", "Nominal", "Index, 2010 = 100", "2014-Q3", 185.27
"Peru", "Nominal", "Index, 2010 = 100", "2014-Q4", 188.25
"Peru", "Nominal", "Index, 2010 = 100", "2015-Q1", 196.06
"Peru", "Nominal", "Index, 2010 = 100", "2015-Q2", 196.78
"Peru", "Nominal", "Index, 2010 = 100", "2015-Q3", 200.06
"Peru", "Nominal", "Index, 2010 = 100", "2015-Q4", 205.35
"Peru", "Nominal", "Index, 2010 = 100", "2016-Q1", 215.84
"Peru", "Nominal", "Index, 2010 = 100", "2016-Q2", 203.47
"Peru", "Nominal", "Index, 2010 = 100", "2016-Q3", 208.46
"Peru", "Nominal", "Year-on-year changes, in per cent", "1999-Q1", 20.23
"Peru", "Nominal", "Year-on-year changes, in per cent", "1999-Q2", 16.74
"Peru", "Nominal", "Year-on-year changes, in per cent", "1999-Q3", 12.42
"Peru", "Nominal", "Year-on-year changes, in per cent", "1999-Q4", 12.24
"Peru", "Nominal", "Year-on-year changes, in per cent", "2000-Q1", -8.37
"Peru", "Nominal", "Year-on-year changes, in per cent", "2000-Q2", 0.21
"Peru", "Nominal", "Year-on-year changes, in per cent", "2000-Q3", -3.01
"Peru", "Nominal", "Year-on-year changes, in per cent", "2000-Q4", -6.28
"Peru", "Nominal", "Year-on-year changes, in per cent", "2001-Q1", -10.22
"Peru", "Nominal", "Year-on-year changes, in per cent", "2001-Q2", -2.15
"Peru", "Nominal", "Year-on-year changes, in per cent", "2001-Q3", -9.7
"Peru", "Nominal", "Year-on-year changes, in per cent", "2001-Q4", -6.87
"Peru", "Nominal", "Year-on-year changes, in per cent", "2002-Q1", -1.07
"Peru", "Nominal", "Year-on-year changes, in per cent", "2002-Q2", -8.89
"Peru", "Nominal", "Year-on-year changes, in per cent", "2002-Q3", 17.72
"Peru", "Nominal", "Year-on-year changes, in per cent", "2002-Q4", -1.62
"Peru", "Nominal", "Year-on-year changes, in per cent", "2003-Q1", -12.27
"Peru", "Nominal", "Year-on-year changes, in per cent", "2003-Q2", -6.93
"Peru", "Nominal", "Year-on-year changes, in per cent", "2003-Q3", -24.5
"Peru", "Nominal", "Year-on-year changes, in per cent", "2003-Q4", -10.54
"Peru", "Nominal", "Year-on-year changes, in per cent", "2004-Q1", 17.98
"Peru", "Nominal", "Year-on-year changes, in per cent", "2004-Q2", 10.1
"Peru", "Nominal", "Year-on-year changes, in per cent", "2004-Q3", 12.52
"Peru", "Nominal", "Year-on-year changes, in per cent", "2004-Q4", 2.32
"Peru", "Nominal", "Year-on-year changes, in per cent", "2005-Q1", -0.58
"Peru", "Nominal", "Year-on-year changes, in per cent", "2005-Q2", -12.45
"Peru", "Nominal", "Year-on-year changes, in per cent", "2005-Q3", -9.53
"Peru", "Nominal", "Year-on-year changes, in per cent", "2005-Q4", 5.49
"Peru", "Nominal", "Year-on-year changes, in per cent", "2006-Q1", -2.53
"Peru", "Nominal", "Year-on-year changes, in per cent", "2006-Q2", 4.77
"Peru", "Nominal", "Year-on-year changes, in per cent", "2006-Q3", -3.96
"Peru", "Nominal", "Year-on-year changes, in per cent", "2006-Q4", -6.32
"Peru", "Nominal", "Year-on-year changes, in per cent", "2007-Q1", -10.12
"Peru", "Nominal", "Year-on-year changes, in per cent", "2007-Q2", -0.08
"Peru", "Nominal", "Year-on-year changes, in per cent", "2007-Q3", 12.06
"Peru", "Nominal", "Year-on-year changes, in per cent", "2007-Q4", 16.66
"Peru", "Nominal", "Year-on-year changes, in per cent", "2008-Q1", 16.51
"Peru", "Nominal", "Year-on-year changes, in per cent", "2008-Q2", 20.4
"Peru", "Nominal", "Year-on-year changes, in per cent", "2008-Q3", 37.73
"Peru", "Nominal", "Year-on-year changes, in per cent", "2008-Q4", 35.08
"Peru", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", 38.34
"Peru", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", 22.48
"Peru", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", 13.58
"Peru", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", 0.8
"Peru", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", 7.65
"Peru", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", 13.88
"Peru", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", 7.33
"Peru", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", 15.18
"Peru", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", 10.84
"Peru", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", 20.25
"Peru", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", 19.16
"Peru", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", 17.89
"Peru", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", 22.5
"Peru", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", 26.46
"Peru", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", 20.32
"Peru", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", 18.13
"Peru", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", 19.47
"Peru", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", 13.29
"Peru", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", 19.64
"Peru", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 15.49
"Peru", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 16.59
"Peru", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 15.81
"Peru", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 6.82
"Peru", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 12.03
"Peru", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 8.35
"Peru", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", -0.1
"Peru", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 7.98
"Peru", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 9.08
"Peru", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 10.08
"Peru", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", 3.4
"Peru", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", 4.2
"Peru", "Real", "Index, 2010 = 100", "1998-Q1", 86.79
"Peru", "Real", "Index, 2010 = 100", "1998-Q2", 81.3
"Peru", "Real", "Index, 2010 = 100", "1998-Q3", 84.1
"Peru", "Real", "Index, 2010 = 100", "1998-Q4", 88.04
"Peru", "Real", "Index, 2010 = 100", "1999-Q1", 100.16
"Peru", "Real", "Index, 2010 = 100", "1999-Q2", 92.0
"Peru", "Real", "Index, 2010 = 100", "1999-Q3", 91.98
"Peru", "Real", "Index, 2010 = 100", "1999-Q4", 95.23
"Peru", "Real", "Index, 2010 = 100", "2000-Q1", 88.36
"Peru", "Real", "Index, 2010 = 100", "2000-Q2", 89.12
"Peru", "Real", "Index, 2010 = 100", "2000-Q3", 86.02
"Peru", "Real", "Index, 2010 = 100", "2000-Q4", 85.81
"Peru", "Real", "Index, 2010 = 100", "2001-Q1", 76.51
"Peru", "Real", "Index, 2010 = 100", "2001-Q2", 85.0
"Peru", "Real", "Index, 2010 = 100", "2001-Q3", 76.56
"Peru", "Real", "Index, 2010 = 100", "2001-Q4", 79.74
"Peru", "Real", "Index, 2010 = 100", "2002-Q1", 76.47
"Peru", "Real", "Index, 2010 = 100", "2002-Q2", 77.39
"Peru", "Real", "Index, 2010 = 100", "2002-Q3", 89.89
"Peru", "Real", "Index, 2010 = 100", "2002-Q4", 77.33
"Peru", "Real", "Index, 2010 = 100", "2003-Q1", 65.24
"Peru", "Real", "Index, 2010 = 100", "2003-Q2", 70.35
"Peru", "Real", "Index, 2010 = 100", "2003-Q3", 66.57
"Peru", "Real", "Index, 2010 = 100", "2003-Q4", 67.9
"Peru", "Real", "Index, 2010 = 100", "2004-Q1", 74.73
"Peru", "Real", "Index, 2010 = 100", "2004-Q2", 74.9
"Peru", "Real", "Index, 2010 = 100", "2004-Q3", 71.74
"Peru", "Real", "Index, 2010 = 100", "2004-Q4", 66.91
"Peru", "Real", "Index, 2010 = 100", "2005-Q1", 72.7
"Peru", "Real", "Index, 2010 = 100", "2005-Q2", 64.44
"Peru", "Real", "Index, 2010 = 100", "2005-Q3", 64.1
"Peru", "Real", "Index, 2010 = 100", "2005-Q4", 69.69
"Peru", "Real", "Index, 2010 = 100", "2006-Q1", 69.22
"Peru", "Real", "Index, 2010 = 100", "2006-Q2", 65.98
"Peru", "Real", "Index, 2010 = 100", "2006-Q3", 60.48
"Peru", "Real", "Index, 2010 = 100", "2006-Q4", 64.31
"Peru", "Real", "Index, 2010 = 100", "2007-Q1", 61.96
"Peru", "Real", "Index, 2010 = 100", "2007-Q2", 65.41
"Peru", "Real", "Index, 2010 = 100", "2007-Q3", 66.18
"Peru", "Real", "Index, 2010 = 100", "2007-Q4", 72.48
"Peru", "Real", "Index, 2010 = 100", "2008-Q1", 68.85
"Peru", "Real", "Index, 2010 = 100", "2008-Q2", 74.62
"Peru", "Real", "Index, 2010 = 100", "2008-Q3", 85.91
"Peru", "Real", "Index, 2010 = 100", "2008-Q4", 91.81
"Peru", "Real", "Index, 2010 = 100", "2009-Q1", 90.21
"Peru", "Real", "Index, 2010 = 100", "2009-Q2", 87.91
"Peru", "Real", "Index, 2010 = 100", "2009-Q3", 95.74
"Peru", "Real", "Index, 2010 = 100", "2009-Q4", 92.16
"Peru", "Real", "Index, 2010 = 100", "2010-Q1", 96.46
"Peru", "Real", "Index, 2010 = 100", "2010-Q2", 98.98
"Peru", "Real", "Index, 2010 = 100", "2010-Q3", 100.58
"Peru", "Real", "Index, 2010 = 100", "2010-Q4", 103.93
"Peru", "Real", "Index, 2010 = 100", "2011-Q1", 104.46
"Peru", "Real", "Index, 2010 = 100", "2011-Q2", 115.43
"Peru", "Real", "Index, 2010 = 100", "2011-Q3", 115.82
"Peru", "Real", "Index, 2010 = 100", "2011-Q4", 117.22
"Peru", "Real", "Index, 2010 = 100", "2012-Q1", 122.79
"Peru", "Real", "Index, 2010 = 100", "2012-Q2", 140.26
"Peru", "Real", "Index, 2010 = 100", "2012-Q3", 134.62
"Peru", "Real", "Index, 2010 = 100", "2012-Q4", 134.64
"Peru", "Real", "Index, 2010 = 100", "2013-Q1", 142.93
"Peru", "Real", "Index, 2010 = 100", "2013-Q2", 155.01
"Peru", "Real", "Index, 2010 = 100", "2013-Q3", 156.2
"Peru", "Real", "Index, 2010 = 100", "2013-Q4", 151.03
"Peru", "Real", "Index, 2010 = 100", "2014-Q1", 161.15
"Peru", "Real", "Index, 2010 = 100", "2014-Q2", 173.42
"Peru", "Real", "Index, 2010 = 100", "2014-Q3", 162.13
"Peru", "Real", "Index, 2010 = 100", "2014-Q4", 164.02
"Peru", "Real", "Index, 2010 = 100", "2015-Q1", 169.59
"Peru", "Real", "Index, 2010 = 100", "2015-Q2", 167.7
"Peru", "Real", "Index, 2010 = 100", "2015-Q3", 168.6
"Peru", "Real", "Index, 2010 = 100", "2015-Q4", 171.91
"Peru", "Real", "Index, 2010 = 100", "2016-Q1", 178.72
"Peru", "Real", "Index, 2010 = 100", "2016-Q2", 167.38
"Peru", "Real", "Index, 2010 = 100", "2016-Q3", 170.55
"Peru", "Real", "Year-on-year changes, in per cent", "1999-Q1", 15.4
"Peru", "Real", "Year-on-year changes, in per cent", "1999-Q2", 13.17
"Peru", "Real", "Year-on-year changes, in per cent", "1999-Q3", 9.38
"Peru", "Real", "Year-on-year changes, in per cent", "1999-Q4", 8.17
"Peru", "Real", "Year-on-year changes, in per cent", "2000-Q1", -11.79
"Peru", "Real", "Year-on-year changes, in per cent", "2000-Q2", -3.13
"Peru", "Real", "Year-on-year changes, in per cent", "2000-Q3", -6.48
"Peru", "Real", "Year-on-year changes, in per cent", "2000-Q4", -9.89
"Peru", "Real", "Year-on-year changes, in per cent", "2001-Q1", -13.41
"Peru", "Real", "Year-on-year changes, in per cent", "2001-Q2", -4.62
"Peru", "Real", "Year-on-year changes, in per cent", "2001-Q3", -11.0
"Peru", "Real", "Year-on-year changes, in per cent", "2001-Q4", -7.08
"Peru", "Real", "Year-on-year changes, in per cent", "2002-Q1", -0.06
"Peru", "Real", "Year-on-year changes, in per cent", "2002-Q2", -8.95
"Peru", "Real", "Year-on-year changes, in per cent", "2002-Q3", 17.41
"Peru", "Real", "Year-on-year changes, in per cent", "2002-Q4", -3.02
"Peru", "Real", "Year-on-year changes, in per cent", "2003-Q1", -14.68
"Peru", "Real", "Year-on-year changes, in per cent", "2003-Q2", -9.1
"Peru", "Real", "Year-on-year changes, in per cent", "2003-Q3", -25.94
"Peru", "Real", "Year-on-year changes, in per cent", "2003-Q4", -12.19
"Peru", "Real", "Year-on-year changes, in per cent", "2004-Q1", 14.55
"Peru", "Real", "Year-on-year changes, in per cent", "2004-Q2", 6.47
"Peru", "Real", "Year-on-year changes, in per cent", "2004-Q3", 7.77
"Peru", "Real", "Year-on-year changes, in per cent", "2004-Q4", -1.46
"Peru", "Real", "Year-on-year changes, in per cent", "2005-Q1", -2.71
"Peru", "Real", "Year-on-year changes, in per cent", "2005-Q2", -13.97
"Peru", "Real", "Year-on-year changes, in per cent", "2005-Q3", -10.64
"Peru", "Real", "Year-on-year changes, in per cent", "2005-Q4", 4.15
"Peru", "Real", "Year-on-year changes, in per cent", "2006-Q1", -4.79
"Peru", "Real", "Year-on-year changes, in per cent", "2006-Q2", 2.4
"Peru", "Real", "Year-on-year changes, in per cent", "2006-Q3", -5.66
"Peru", "Real", "Year-on-year changes, in per cent", "2006-Q4", -7.73
"Peru", "Real", "Year-on-year changes, in per cent", "2007-Q1", -10.49
"Peru", "Real", "Year-on-year changes, in per cent", "2007-Q2", -0.87
"Peru", "Real", "Year-on-year changes, in per cent", "2007-Q3", 9.43
"Peru", "Real", "Year-on-year changes, in per cent", "2007-Q4", 12.71
"Peru", "Real", "Year-on-year changes, in per cent", "2008-Q1", 11.13
"Peru", "Real", "Year-on-year changes, in per cent", "2008-Q2", 14.08
"Peru", "Real", "Year-on-year changes, in per cent", "2008-Q3", 29.81
"Peru", "Real", "Year-on-year changes, in per cent", "2008-Q4", 26.67
"Peru", "Real", "Year-on-year changes, in per cent", "2009-Q1", 31.02
"Peru", "Real", "Year-on-year changes, in per cent", "2009-Q2", 17.81
"Peru", "Real", "Year-on-year changes, in per cent", "2009-Q3", 11.45
"Peru", "Real", "Year-on-year changes, in per cent", "2009-Q4", 0.38
"Peru", "Real", "Year-on-year changes, in per cent", "2010-Q1", 6.92
"Peru", "Real", "Year-on-year changes, in per cent", "2010-Q2", 12.59
"Peru", "Real", "Year-on-year changes, in per cent", "2010-Q3", 5.05
"Peru", "Real", "Year-on-year changes, in per cent", "2010-Q4", 12.77
"Peru", "Real", "Year-on-year changes, in per cent", "2011-Q1", 8.29
"Peru", "Real", "Year-on-year changes, in per cent", "2011-Q2", 16.63
"Peru", "Real", "Year-on-year changes, in per cent", "2011-Q3", 15.16
"Peru", "Real", "Year-on-year changes, in per cent", "2011-Q4", 12.78
"Peru", "Real", "Year-on-year changes, in per cent", "2012-Q1", 17.55
"Peru", "Real", "Year-on-year changes, in per cent", "2012-Q2", 21.51
"Peru", "Real", "Year-on-year changes, in per cent", "2012-Q3", 16.23
"Peru", "Real", "Year-on-year changes, in per cent", "2012-Q4", 14.86
"Peru", "Real", "Year-on-year changes, in per cent", "2013-Q1", 16.4
"Peru", "Real", "Year-on-year changes, in per cent", "2013-Q2", 10.52
"Peru", "Real", "Year-on-year changes, in per cent", "2013-Q3", 16.03
"Peru", "Real", "Year-on-year changes, in per cent", "2013-Q4", 12.18
"Peru", "Real", "Year-on-year changes, in per cent", "2014-Q1", 12.75
"Peru", "Real", "Year-on-year changes, in per cent", "2014-Q2", 11.88
"Peru", "Real", "Year-on-year changes, in per cent", "2014-Q3", 3.8
"Peru", "Real", "Year-on-year changes, in per cent", "2014-Q4", 8.6
"Peru", "Real", "Year-on-year changes, in per cent", "2015-Q1", 5.24
"Peru", "Real", "Year-on-year changes, in per cent", "2015-Q2", -3.3
"Peru", "Real", "Year-on-year changes, in per cent", "2015-Q3", 3.99
"Peru", "Real", "Year-on-year changes, in per cent", "2015-Q4", 4.81
"Peru", "Real", "Year-on-year changes, in per cent", "2016-Q1", 5.38
"Peru", "Real", "Year-on-year changes, in per cent", "2016-Q2", -0.19
"Peru", "Real", "Year-on-year changes, in per cent", "2016-Q3", 1.15
"Philippines", "Nominal", "Index, 2010 = 100", "2008-Q1", 95.8
"Philippines", "Nominal", "Index, 2010 = 100", "2008-Q2", 100.84
"Philippines", "Nominal", "Index, 2010 = 100", "2008-Q3", 101.12
"Philippines", "Nominal", "Index, 2010 = 100", "2008-Q4", 100.92
"Philippines", "Nominal", "Index, 2010 = 100", "2009-Q1", 100.19
"Philippines", "Nominal", "Index, 2010 = 100", "2009-Q2", 100.19
"Philippines", "Nominal", "Index, 2010 = 100", "2009-Q3", 98.91
"Philippines", "Nominal", "Index, 2010 = 100", "2009-Q4", 98.4
"Philippines", "Nominal", "Index, 2010 = 100", "2010-Q1", 98.4
"Philippines", "Nominal", "Index, 2010 = 100", "2010-Q2", 99.32
"Philippines", "Nominal", "Index, 2010 = 100", "2010-Q3", 100.81
"Philippines", "Nominal", "Index, 2010 = 100", "2010-Q4", 101.47
"Philippines", "Nominal", "Index, 2010 = 100", "2011-Q1", 102.42
"Philippines", "Nominal", "Index, 2010 = 100", "2011-Q2", 105.22
"Philippines", "Nominal", "Index, 2010 = 100", "2011-Q3", 106.31
"Philippines", "Nominal", "Index, 2010 = 100", "2011-Q4", 106.31
"Philippines", "Nominal", "Index, 2010 = 100", "2012-Q1", 113.15
"Philippines", "Nominal", "Index, 2010 = 100", "2012-Q2", 114.5
"Philippines", "Nominal", "Index, 2010 = 100", "2012-Q3", 115.12
"Philippines", "Nominal", "Index, 2010 = 100", "2012-Q4", 117.0
"Philippines", "Nominal", "Index, 2010 = 100", "2013-Q1", 119.44
"Philippines", "Nominal", "Index, 2010 = 100", "2013-Q2", 127.7
"Philippines", "Nominal", "Index, 2010 = 100", "2013-Q3", 130.99
"Philippines", "Nominal", "Index, 2010 = 100", "2013-Q4", 133.82
"Philippines", "Nominal", "Index, 2010 = 100", "2014-Q1", 135.44
"Philippines", "Nominal", "Index, 2010 = 100", "2014-Q2", 136.98
"Philippines", "Nominal", "Index, 2010 = 100", "2014-Q3", 141.61
"Philippines", "Nominal", "Index, 2010 = 100", "2014-Q4", 143.34
"Philippines", "Nominal", "Index, 2010 = 100", "2015-Q1", 146.17
"Philippines", "Nominal", "Index, 2010 = 100", "2015-Q2", 147.81
"Philippines", "Nominal", "Index, 2010 = 100", "2015-Q3", 149.79
"Philippines", "Nominal", "Index, 2010 = 100", "2015-Q4", 150.09
"Philippines", "Nominal", "Index, 2010 = 100", "2016-Q1", 150.78
"Philippines", "Nominal", "Index, 2010 = 100", "2016-Q2", 146.39
"Philippines", "Nominal", "Index, 2010 = 100", "2016-Q3", 145.31
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", 4.58
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", -0.64
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", -2.19
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", -2.5
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", -1.79
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", -0.87
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", 1.93
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", 3.12
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", 4.09
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", 5.93
"Philippines", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", 5.45
